Województwo,Nr okręgu,Kod gminy,Gmina,Powiat,Obwody,Uprawnieni,Karty wydane,Głosy oddane,Głosy nieważne,Głosy ważne,Dariusz Maciej GRABOWSKI,Piotr IKONOWICZ,Jarosław KALINOWSKI,Janusz KORWIN-MIKKE,Marian KRZAKLEWSKI,Aleksander KWAŚNIEWSKI,Andrzej LEPPER,Jan ŁOPUSZAŃSKI,Andrzej Marian OLECHOWSKI,Bogdan PAWŁOWSKI,Lech WAŁĘSA,Tadeusz Adam WILECKI
ŚLĄSKIE,51,241302,Miasteczko Śląskie,tarnogórski,4,5842,3203,3202,46,3156,21,11,46,44,708,1495,54,8,728,2,37,2
ŚLĄSKIE,51,241306,Ożarowice,tarnogórski,4,4071,2670,2668,43,2625,8,7,78,11,282,1798,77,21,318,2,22,1
ŚLĄSKIE,51,247101,Piekary Śląskie,Piekary Śląskie,32,48463,27230,27222,373,26849,159,87,195,384,5646,14160,353,157,5268,22,383,35
ŚLĄSKIE,51,241303,Radzionków,tarnogórski,8,13112,8247,8240,93,8147,38,8,74,127,2293,3331,73,31,2008,12,139,13
ŚLĄSKIE,51,241307,Świerklaniec,tarnogórski,6,8201,4460,4458,44,4414,20,13,51,40,895,2030,102,8,1173,2,75,5
ŚLĄSKIE,51,247601,Świętochłowice,Świętochłowice,28,45220,23383,23383,211,23172,101,74,160,341,3103,14509,287,98,4169,20,285,25
ŚLĄSKIE,51,241304,Tarnowskie Góry,tarnogórski,41,50031,30012,29997,273,29724,156,66,333,491,5123,15447,406,140,7161,26,342,33
ŚLĄSKIE,51,241308,Tworóg,tarnogórski,7,6203,2627,2624,43,2581,4,9,61,23,612,1059,80,15,653,3,60,2
ŚLĄSKIE,51,247801,Zabrze,Zabrze,92,153647,74589,74532,605,73927,353,239,846,1188,8737,47661,1123,282,12506,47,857,88
ŚLĄSKIE,51,241309,Zbrosławice,tarnogórski,9,12119,4613,4610,80,4530,14,10,132,58,833,2112,211,13,1046,4,93,4
ŚLĄSKIE,52,240401,Blachownia,częstochowski,8,10397,6770,6765,74,6691,29,20,127,114,551,4672,109,37,931,19,70,12
ŚLĄSKIE,52,240702,Boronów,lubliniecki,2,2448,1353,1352,18,1334,6,2,30,28,246,621,60,8,317,2,13,1
ŚLĄSKIE,52,240703,Ciasna,lubliniecki,5,6017,2493,2493,57,2436,13,6,112,19,382,1217,176,13,432,0,60,6
ŚLĄSKIE,52,246401,Częstochowa,Częstochowa,122,198166,132609,132508,1155,131353,694,406,1798,2317,19303,76177,1804,962,26178,118,1297,299
ŚLĄSKIE,52,240402,Dąbrowa Zielona,częstochowski,4,3510,2128,2119,39,2080,6,1,246,13,132,1381,137,9,137,2,12,4
ŚLĄSKIE,52,240704,Herby,lubliniecki,5,5553,3499,3498,27,3471,16,8,92,50,452,2095,130,15,559,0,48,6
ŚLĄSKIE,52,241603,Irządze,zawierciański,3,2365,1220,1219,32,1187,5,0,243,1,75,613,194,2,47,3,3,1
ŚLĄSKIE,52,240403,Janów,częstochowski,7,4530,2516,2516,55,2461,15,4,141,17,359,1417,119,17,344,6,13,9
ŚLĄSKIE,52,240404,Kamienica Polska,częstochowski,3,4262,2768,2765,26,2739,9,8,50,25,172,2101,44,1,309,3,14,3
ŚLĄSKIE,52,240601,Kłobuck,kłobucki,12,15938,10813,10806,106,10700,39,29,235,154,983,7261,315,52,1543,10,60,19
ŚLĄSKIE,52,240405,Kłomnice,częstochowski,10,10752,6362,6362,95,6267,25,20,377,81,458,4237,346,28,646,6,25,18
ŚLĄSKIE,52,240705,Kochanowice,lubliniecki,6,4854,2695,2691,35,2656,8,2,95,20,511,1247,260,29,430,6,44,4
ŚLĄSKIE,52,240406,Koniecpol,częstochowski,7,8562,4977,4977,71,4906,36,13,353,30,462,3161,323,30,451,4,34,9
ŚLĄSKIE,52,240407,Konopiska,częstochowski,9,7893,5108,5104,61,5043,14,9,150,52,294,3833,84,24,536,6,36,5
ŚLĄSKIE,52,240706,Koszęcin,lubliniecki,6,8657,5124,5123,82,5041,25,12,102,53,1416,2010,229,27,1074,7,77,9
ŚLĄSKIE,52,240902,Koziegłowy,myszkowski,10,11502,5990,5989,107,5882,28,6,311,42,651,3790,314,44,639,6,41,10
ŚLĄSKIE,52,241604,Kroczyce,zawierciański,4,4546,2652,2652,29,2623,10,7,198,13,159,1909,160,10,140,2,10,5
ŚLĄSKIE,52,240408,Kruszyna,częstochowski,4,3696,2125,2123,33,2090,2,2,109,16,167,1500,119,7,153,2,11,2
ŚLĄSKIE,52,240602,Krzepice,kłobucki,8,7385,4686,4684,44,4640,26,8,281,73,590,2834,231,21,527,3,32,14
ŚLĄSKIE,52,240409,Lelów,częstochowski,6,4172,2430,2430,51,2379,13,6,271,18,190,1493,248,9,119,0,10,2
ŚLĄSKIE,52,240603,Lipie,kłobucki,5,5025,3214,3209,49,3160,6,8,204,28,198,2208,247,4,244,2,10,1
ŚLĄSKIE,52,240701,Lubliniec,lubliniecki,13,18463,11227,11226,144,11082,67,16,171,146,1842,6239,213,124,2074,9,159,22
ŚLĄSKIE,52,241605,Łazy,zawierciański,10,12985,8391,8386,77,8309,56,23,143,127,578,6335,133,30,830,6,39,9
ŚLĄSKIE,52,240604,Miedźno,kłobucki,6,5615,3581,3581,61,3520,18,8,302,35,481,1905,289,48,397,6,21,10
ŚLĄSKIE,52,240410,Mstów,częstochowski,11,7306,4013,4010,56,3954,17,7,354,28,439,2248,215,22,589,5,19,11
ŚLĄSKIE,52,240411,Mykanów,częstochowski,8,9968,6022,6018,96,5922,17,5,542,56,639,3407,367,48,788,3,42,8
ŚLĄSKIE,52,240901,Myszków,myszkowski,20,25996,16394,16379,163,16216,125,53,384,225,1610,10964,379,42,2249,21,122,42
ŚLĄSKIE,52,240903,Niegowa,myszkowski,6,4417,2454,2453,45,2408,3,4,416,15,228,1302,289,9,124,2,11,5
ŚLĄSKIE,52,241606,Ogrodzieniec,zawierciański,6,7642,4994,4993,40,4953,20,11,131,38,435,3650,128,14,489,5,21,11
ŚLĄSKIE,52,240412,Olsztyn,częstochowski,5,5213,2900,2899,36,2863,16,0,98,35,289,1774,110,15,484,1,37,4
ŚLĄSKIE,52,240605,Opatów,kłobucki,6,5082,3435,3435,57,3378,20,8,252,20,170,2465,234,5,186,0,15,3
ŚLĄSKIE,52,240606,Panki,kłobucki,3,3685,2239,2239,19,2220,4,9,88,19,151,1697,71,4,154,3,14,6
ŚLĄSKIE,52,240707,Pawonków,lubliniecki,6,4799,2258,2258,42,2216,10,6,83,29,486,984,217,16,331,3,49,2
ŚLĄSKIE,52,241607,Pilica,zawierciański,7,7455,4638,4636,60,4576,30,15,810,21,448,2539,257,37,396,4,14,5
ŚLĄSKIE,52,240413,Poczesna,częstochowski,8,9326,6457,6455,75,6380,25,12,115,77,450,4635,175,19,808,2,45,17
ŚLĄSKIE,52,240607,Popów,kłobucki,6,4702,2849,2849,35,2814,5,6,155,9,108,2035,261,6,211,1,14,3
ŚLĄSKIE,52,240904,Poraj,myszkowski,7,8349,5165,5162,69,5093,24,7,118,83,436,3681,85,19,596,5,37,2
ŚLĄSKIE,52,241601,Poręba,zawierciański,5,7232,4737,4732,46,4686,19,12,63,64,421,3432,91,7,539,5,29,4
ŚLĄSKIE,52,240414,Przyrów,częstochowski,6,3293,2042,2041,47,1994,7,5,158,9,175,1315,127,10,172,2,10,4
ŚLĄSKIE,52,240608,Przystajń,kłobucki,4,4622,2718,2717,24,2693,8,4,167,7,180,1992,133,3,183,2,10,4
ŚLĄSKIE,52,240415,Rędziny,częstochowski,6,7311,4610,4610,52,4558,21,11,111,44,437,3048,197,22,631,2,26,8
ŚLĄSKIE,52,240416,Starcza,częstochowski,1,2077,1259,1259,10,1249,3,0,38,13,72,949,64,1,90,1,14,4
ŚLĄSKIE,52,241608,Szczekociny,zawierciański,9,6974,4393,4390,95,4295,21,9,806,24,460,2322,212,17,393,5,19,7
ŚLĄSKIE,52,241609,Włodowice,zawierciański,4,3914,2309,2306,26,2280,5,10,82,13,141,1755,63,5,196,0,9,1
ŚLĄSKIE,52,240708,Woźniki,lubliniecki,9,7118,4348,4343,71,4272,35,12,133,45,1107,1584,205,35,1042,7,53,14
ŚLĄSKIE,52,240609,Wręczyca Wielka,kłobucki,10,12732,7925,7922,94,7828,25,20,278,50,623,5620,298,28,793,12,60,21
ŚLĄSKIE,52,241602,Zawiercie,zawierciański,35,44781,29859,29851,261,29590,148,110,357,397,2395,21867,555,104,3378,29,178,72
ŚLĄSKIE,52,240905,Żarki,myszkowski,8,6275,3617,3617,61,3556,22,6,120,43,472,2113,185,15,516,14,46,4
ŚLĄSKIE,52,241610,Żarnowiec,zawierciański,11,3971,2787,2786,48,2738,7,6,815,12,151,1314,332,11,69,3,11,7
ŚLĄSKIE,53,241201,Czerwionka-Leszczyny,rybnicki,20,30713,18316,18301,187,18114,90,30,274,168,2854,10748,320,69,3292,17,219,33
ŚLĄSKIE,53,241202,Gaszowice,rybnicki,4,6362,3380,3379,42,3337,13,6,58,34,563,1763,62,21,742,1,72,2
ŚLĄSKIE,53,240503,Gierałtowice,gliwicki,6,8236,5111,5102,68,5034,18,4,76,56,1031,2057,75,24,1588,4,94,7
ŚLĄSKIE,53,246601,Gliwice,Gliwice,112,160965,95394,95340,777,94563,522,267,1150,1792,13211,53050,1091,550,21718,91,999,122
ŚLĄSKIE,53,241203,Jejkowice,rybnicki,2,2508,1559,1558,17,1541,10,3,22,15,264,779,45,3,374,0,25,1
ŚLĄSKIE,53,240501,Knurów,gliwicki,21,31568,19840,19829,141,19688,118,43,263,251,2045,13189,284,69,3189,14,192,31
ŚLĄSKIE,53,241102,Kornowac,raciborski,5,3483,1778,1778,29,1749,9,4,83,13,379,763,52,16,390,1,39,0
ŚLĄSKIE,53,241103,Krzanowice,raciborski,5,4817,1726,1725,46,1679,6,3,65,23,290,822,78,5,317,1,67,2
ŚLĄSKIE,53,241104,Krzyżanowice,raciborski,7,8722,3403,3403,70,3333,12,5,81,32,554,1671,130,8,731,2,106,1
ŚLĄSKIE,53,241105,Kuźnia Raciborska,raciborski,5,9431,3873,3868,70,3798,20,9,73,75,623,2041,89,14,739,9,99,7
ŚLĄSKIE,53,241204,Lyski,rybnicki,10,6782,3790,3790,62,3728,25,9,51,25,535,2002,80,12,883,1,103,2
ŚLĄSKIE,53,241106,Nędza,raciborski,6,5602,2196,2196,52,2144,8,6,48,18,368,1027,52,9,514,1,91,2
ŚLĄSKIE,53,241107,Pietrowice Wielkie,raciborski,6,5575,1970,1969,38,1931,4,2,75,22,327,920,81,6,438,2,52,2
ŚLĄSKIE,53,240504,Pilchowice,gliwicki,8,8865,4768,4767,84,4683,25,11,75,53,766,2356,125,12,1137,2,116,5
ŚLĄSKIE,53,240502,Pyskowice,gliwicki,10,15700,7808,7808,82,7726,44,18,130,94,1211,4378,89,37,1604,9,103,9
ŚLĄSKIE,53,241101,Racibórz,raciborski,30,47416,23421,23405,230,23175,120,44,331,367,3033,13375,392,93,4997,20,380,23
ŚLĄSKIE,53,241108,Rudnik,raciborski,5,4232,1484,1484,20,1464,4,1,81,5,356,597,110,7,237,2,62,2
ŚLĄSKIE,53,240505,Rudziniec,gliwicki,9,8409,3512,3510,92,3418,13,7,87,53,873,1308,113,13,819,2,128,2
ŚLĄSKIE,53,247301,Rybnik,Rybnik,72,107188,65364,65276,551,64725,297,156,809,860,9937,36322,946,323,14042,47,905,81
ŚLĄSKIE,53,240506,Sośnicowice,gliwicki,8,6209,2704,2704,57,2647,18,2,72,33,521,994,76,8,843,0,79,1
ŚLĄSKIE,53,241205,Świerklany,rybnicki,6,7868,4872,4871,57,4814,26,4,105,41,884,2352,106,27,1176,2,82,9
ŚLĄSKIE,53,240507,Toszek,gliwicki,8,8672,3381,3381,68,3313,20,6,121,29,624,1550,143,68,681,4,63,4
ŚLĄSKIE,53,240508,Wielowieś,gliwicki,4,4692,1813,1813,31,1782,9,8,101,6,441,709,122,18,326,4,36,2
ŚLĄSKIE,54,240101,Będzin,będziński,31,49441,32722,32712,254,32458,176,109,260,478,2539,24294,462,110,3737,24,220,49
ŚLĄSKIE,54,240104,Bobrowniki,będziński,9,9275,6195,6196,64,6132,11,32,82,72,456,4527,121,12,761,3,44,11
ŚLĄSKIE,54,240102,Czeladź,będziński,18,28785,19720,19713,127,19586,72,65,185,304,1544,14743,267,46,2238,6,99,17
ŚLĄSKIE,54,246501,Dąbrowa Górnicza,Dąbrowa Górnicza,66,104232,70183,70163,532,69631,381,271,733,1074,5231,51993,1030,253,8129,43,409,84
ŚLĄSKIE,54,246801,Jaworzno,Jaworzno,45,73921,48206,48197,414,47783,238,111,693,661,6362,30949,560,297,7377,50,416,69
ŚLĄSKIE,54,240105,Mierzęcice,będziński,7,5636,3430,3430,20,3410,12,7,91,38,182,2713,106,5,240,2,9,5
ŚLĄSKIE,54,247001,Mysłowice,Mysłowice,42,57981,36179,36144,279,35865,186,88,442,526,5419,21213,491,180,6838,32,397,53
ŚLĄSKIE,54,240106,Psary,będziński,9,8874,5917,5917,53,5864,27,15,75,67,356,4587,135,15,530,2,40,15
ŚLĄSKIE,54,240107,Siewierz,będziński,7,9454,5613,5610,60,5550,27,5,291,61,531,3660,219,19,679,8,47,3
ŚLĄSKIE,54,247501,Sosnowiec,Sosnowiec,116,189565,127513,127464,861,126603,525,532,1328,1895,10761,93316,1527,448,15254,119,757,141
ŚLĄSKIE,54,240103,Wojkowice,będziński,6,8153,5494,5494,56,5438,8,20,39,68,318,4216,87,16,597,2,61,6
ŚWIĘTOKRZYSKIE,55,260401,Bieliny,kielecki,9,6851,3394,3393,48,3345,4,4,563,17,411,1751,305,41,220,5,20,4
ŚWIĘTOKRZYSKIE,55,261002,Bliżyn,skarżyski,5,6853,3649,3648,48,3600,42,10,187,47,542,2045,120,41,515,6,33,12
ŚWIĘTOKRZYSKIE,55,260402,Bodzentyn,kielecki,10,8724,4438,4438,98,4340,21,10,914,18,497,2271,272,24,256,5,44,8
ŚWIĘTOKRZYSKIE,55,261102,Brody,starachowicki,14,8213,4744,4743,58,4685,34,12,391,48,569,2901,153,44,475,3,39,16
ŚWIĘTOKRZYSKIE,55,260403,Chęciny,kielecki,13,11244,6559,6559,96,6463,41,10,496,53,580,4385,207,54,596,5,27,9
ŚWIĘTOKRZYSKIE,55,260404,Chmielnik,kielecki,11,8810,4745,4740,86,4654,26,16,402,55,750,2531,254,76,494,6,36,8
ŚWIĘTOKRZYSKIE,55,260405,Daleszyce,kielecki,10,9845,4856,4854,81,4773,28,6,288,46,799,2797,188,69,497,5,42,8
ŚWIĘTOKRZYSKIE,55,260501,Fałków,konecki,3,4116,1797,1787,26,1761,6,6,204,13,157,1123,111,6,121,2,5,7
ŚWIĘTOKRZYSKIE,55,260502,Gowarczów,konecki,3,3590,1733,1732,49,1683,7,6,163,11,243,945,87,24,166,3,23,5
ŚWIĘTOKRZYSKIE,55,260406,Górno,kielecki,6,8362,4245,4235,79,4156,20,15,495,29,678,2066,350,109,368,2,22,2
ŚWIĘTOKRZYSKIE,55,260201,Imielno,jędrzejowski,4,3611,2047,2045,29,2016,6,6,527,5,124,1176,117,13,39,0,2,1
ŚWIĘTOKRZYSKIE,55,260202,Jędrzejów,jędrzejowski,20,23469,14303,14298,127,14171,92,74,1444,164,1320,9194,473,117,1195,11,64,23
ŚWIĘTOKRZYSKIE,55,266101,Kielce,Kielce,93,163320,111639,111558,772,110786,820,367,2465,2113,14155,69112,1342,1315,17914,136,887,160
ŚWIĘTOKRZYSKIE,55,261301,Kluczewsko,włoszczowski,4,3940,2267,2262,56,2206,6,0,580,8,250,1082,151,16,99,0,13,1
ŚWIĘTOKRZYSKIE,55,260503,Końskie,konecki,21,30130,18455,18452,231,18221,129,81,787,274,2693,10882,519,170,2474,25,158,29
ŚWIĘTOKRZYSKIE,55,261302,Krasocin,włoszczowski,8,7991,4654,4654,65,4589,21,11,663,32,440,2695,318,23,342,1,34,9
ŚWIĘTOKRZYSKIE,55,260407,Łagów,kielecki,6,5358,2353,2353,40,2313,18,6,530,31,346,947,223,12,175,0,22,3
ŚWIĘTOKRZYSKIE,55,261003,Łączna,skarżyski,6,3896,1916,1915,7,1908,14,1,151,15,253,1189,64,25,182,2,11,1
ŚWIĘTOKRZYSKIE,55,260408,Łopuszno,kielecki,10,6604,3786,3782,48,3734,13,9,804,23,432,1851,273,27,276,0,17,9
ŚWIĘTOKRZYSKIE,55,260203,Małogoszcz,jędrzejowski,7,8829,5090,5086,71,5015,32,9,630,40,454,3088,257,46,425,1,23,10
ŚWIĘTOKRZYSKIE,55,260409,Masłów,kielecki,11,6303,3561,3560,59,3501,14,9,233,39,568,1987,135,59,414,4,25,14
ŚWIĘTOKRZYSKIE,55,260410,Miedziana Góra,kielecki,4,6587,3589,3588,56,3532,21,7,229,27,450,2111,137,36,466,10,35,3
ŚWIĘTOKRZYSKIE,55,261103,Mirzec,starachowicki,8,6353,3752,3752,46,3706,17,15,722,42,243,2073,270,24,264,4,25,7
ŚWIĘTOKRZYSKIE,55,260411,Mniów,kielecki,7,6466,3420,3420,72,3348,22,8,520,22,459,1792,238,28,203,9,35,12
ŚWIĘTOKRZYSKIE,55,260412,Morawica,kielecki,8,8455,4555,4554,67,4487,30,6,397,52,542,2773,134,40,466,1,39,7
ŚWIĘTOKRZYSKIE,55,261303,Moskorzew,włoszczowski,4,2452,1435,1435,21,1414,2,1,281,1,80,868,110,5,59,0,6,1
ŚWIĘTOKRZYSKIE,55,260204,Nagłowice,jędrzejowski,9,4295,2497,2497,32,2465,10,5,429,7,81,1640,171,6,100,0,9,7
ŚWIĘTOKRZYSKIE,55,260413,Nowa Słupia,kielecki,7,7783,3891,3891,39,3852,10,7,353,20,322,2647,180,10,260,2,32,9
ŚWIĘTOKRZYSKIE,55,260205,Oksa,jędrzejowski,5,3820,2256,2256,27,2229,2,2,565,17,89,1310,125,11,97,0,9,2
ŚWIĘTOKRZYSKIE,55,261104,Pawłów,starachowicki,10,10934,5454,5449,126,5323,13,15,1091,34,434,2800,490,59,338,6,29,14
ŚWIĘTOKRZYSKIE,55,260414,Piekoszów,kielecki,9,10274,5592,5590,92,5498,23,13,525,42,634,3401,280,64,475,3,30,8
ŚWIĘTOKRZYSKIE,55,260415,Pierzchnica,kielecki,3,3509,1779,1779,32,1747,8,0,265,17,238,1001,79,14,110,2,13,0
ŚWIĘTOKRZYSKIE,55,261304,Radków,włoszczowski,3,2265,1394,1394,14,1380,1,3,217,4,45,954,101,4,42,1,7,1
ŚWIĘTOKRZYSKIE,55,260504,Radoszyce,konecki,7,7278,3674,3674,60,3614,28,7,467,47,629,1671,320,24,343,5,46,27
ŚWIĘTOKRZYSKIE,55,260416,Raków,kielecki,8,4759,2335,2335,44,2291,12,6,387,11,192,1374,122,11,159,3,10,4
ŚWIĘTOKRZYSKIE,55,260505,Ruda Maleniecka,konecki,5,2853,1578,1578,29,1549,6,8,190,13,248,864,66,6,132,0,14,2
ŚWIĘTOKRZYSKIE,55,261305,Secemin,włoszczowski,7,4270,2562,2562,32,2530,7,5,342,15,101,1850,109,6,82,0,10,3
ŚWIĘTOKRZYSKIE,55,260206,Sędziszów,jędrzejowski,10,10555,6472,6471,60,6411,33,11,827,59,468,4204,272,49,446,3,26,13
ŚWIĘTOKRZYSKIE,55,260417,Sitkówka-Nowiny,kielecki,5,5007,3074,3073,30,3043,19,6,142,30,329,1996,83,22,381,1,17,17
ŚWIĘTOKRZYSKIE,55,261004,Skarżysko Kościelne,skarżyski,3,3395,2165,2165,27,2138,17,9,173,30,265,1263,68,18,265,3,16,11
ŚWIĘTOKRZYSKIE,55,261001,Skarżysko-Kamienna,skarżyski,33,41624,26526,26495,220,26275,232,88,594,507,3334,16111,356,276,4512,42,188,35
ŚWIĘTOKRZYSKIE,55,260207,Słupia (Jędrzejowska),jędrzejowski,4,3694,1973,1972,27,1945,3,9,525,10,49,1151,139,6,32,3,13,5
ŚWIĘTOKRZYSKIE,55,260506,Słupia (Konecka),konecki,6,2882,1511,1511,28,1483,10,6,265,6,127,835,131,10,77,1,12,3
ŚWIĘTOKRZYSKIE,55,260507,Smyków,konecki,5,2718,1498,1498,25,1473,8,2,200,9,218,758,113,17,121,5,19,3
ŚWIĘTOKRZYSKIE,55,260208,Sobków,jędrzejowski,6,6238,3679,3676,61,3615,19,7,482,12,235,2386,200,45,196,3,21,9
ŚWIĘTOKRZYSKIE,55,261101,Starachowice,starachowicki,26,44196,28245,28232,217,28015,182,109,667,342,2964,18887,369,251,3954,31,218,41
ŚWIĘTOKRZYSKIE,55,260508,Stąporków,konecki,17,15300,8550,8546,121,8425,61,37,310,119,984,5448,286,106,973,22,72,7
ŚWIĘTOKRZYSKIE,55,260418,Strawczyn,kielecki,6,6616,3612,3611,64,3547,8,8,747,29,301,1914,238,31,248,1,11,11
ŚWIĘTOKRZYSKIE,55,261005,Suchedniów,skarżyski,9,8823,5149,5149,32,5117,38,9,203,86,699,2858,108,77,983,5,40,11
ŚWIĘTOKRZYSKIE,55,261105,Wąchock,starachowicki,7,6733,3858,3856,50,3806,57,11,178,44,597,2161,95,36,586,5,31,5
ŚWIĘTOKRZYSKIE,55,261306,Włoszczowa,włoszczowski,17,15839,9979,9977,112,9865,61,25,799,126,1308,5864,499,103,988,17,58,17
ŚWIĘTOKRZYSKIE,55,260209,Wodzisław,jędrzejowski,9,6372,3573,3571,45,3526,9,1,1043,21,155,1889,220,18,142,4,19,5
ŚWIĘTOKRZYSKIE,55,260419,Zagnańsk,kielecki,10,9275,5522,5520,74,5446,38,14,356,77,850,3135,173,87,659,13,39,5
ŚWIĘTOKRZYSKIE,56,260601,Baćkowice,opatowski,4,4152,1850,1849,49,1800,2,0,518,16,224,757,138,9,119,5,11,1
ŚWIĘTOKRZYSKIE,56,260702,Bałtów,ostrowiecki,4,3042,1680,1680,24,1656,5,0,424,5,59,1035,80,2,43,0,3,0
ŚWIĘTOKRZYSKIE,56,260301,Bejsce,kazimierski,3,3568,1715,1715,15,1700,3,1,599,11,96,771,144,2,61,0,9,3
ŚWIĘTOKRZYSKIE,56,260703,Bodzechów,ostrowiecki,11,10290,6145,6144,75,6069,20,20,571,58,358,4198,293,27,480,9,30,5
ŚWIĘTOKRZYSKIE,56,261201,Bogoria,staszowski,6,6151,2865,2863,46,2817,6,3,669,13,252,1511,162,10,168,1,19,3
ŚWIĘTOKRZYSKIE,56,260101,Busko-Zdrój,buski,32,26740,16304,16303,177,16126,70,36,1278,164,1586,10323,523,79,1935,12,98,22
ŚWIĘTOKRZYSKIE,56,260302,Czarnocin,kazimierski,3,3495,1858,1858,39,1819,1,1,646,10,74,856,172,6,42,0,10,1
ŚWIĘTOKRZYSKIE,56,260704,Ćmielów,ostrowiecki,6,6422,3734,3734,32,3702,11,10,394,28,183,2706,105,14,227,5,17,2
ŚWIĘTOKRZYSKIE,56,260902,Dwikozy,sandomierski,9,7308,3783,3782,57,3725,6,5,770,30,249,2188,195,14,248,4,13,3
ŚWIĘTOKRZYSKIE,56,260801,Działoszyce,pińczowski,6,5013,2639,2637,40,2597,3,7,583,10,126,1546,223,12,71,0,9,7
ŚWIĘTOKRZYSKIE,56,260102,Gnojno,buski,5,3873,1869,1867,22,1845,7,3,536,10,149,924,120,7,80,1,7,1
ŚWIĘTOKRZYSKIE,56,260602,Iwaniska,opatowski,6,5531,2712,2708,30,2678,3,9,785,19,279,1239,187,22,116,1,15,3
ŚWIĘTOKRZYSKIE,56,260303,Kazimierza Wielka,kazimierski,10,13884,7056,7054,79,6975,23,9,1321,52,661,3954,376,16,503,5,50,5
ŚWIĘTOKRZYSKIE,56,260802,Kije,pińczowski,4,3718,2022,2022,35,1987,6,7,441,13,163,1138,107,22,77,5,7,1
ŚWIĘTOKRZYSKIE,56,260903,Klimontów,sandomierski,6,6814,3307,3306,55,3251,10,2,750,22,427,1595,173,23,224,1,20,4
ŚWIĘTOKRZYSKIE,56,260904,Koprzywnica,sandomierski,7,5440,3273,3272,51,3221,12,6,1030,18,445,1202,237,11,236,1,18,5
ŚWIĘTOKRZYSKIE,56,260705,Kunów,ostrowiecki,12,7529,4343,4342,52,4290,32,19,225,24,272,3074,251,78,281,1,24,9
ŚWIĘTOKRZYSKIE,56,260603,Lipnik,opatowski,4,4701,2413,2413,25,2388,5,2,548,11,186,1288,217,8,111,3,7,2
ŚWIĘTOKRZYSKIE,56,260905,Łoniów,sandomierski,4,5635,2992,2991,39,2952,2,0,766,11,303,1363,235,17,236,6,7,6
ŚWIĘTOKRZYSKIE,56,261202,Łubnice,staszowski,4,3410,1942,1942,34,1908,0,1,642,7,92,710,368,3,79,0,4,2
ŚWIĘTOKRZYSKIE,56,260803,Michałów,pińczowski,4,3982,2075,2074,27,2047,4,0,396,5,91,1314,178,4,50,0,4,1
ŚWIĘTOKRZYSKIE,56,260103,Nowy Korczyn,buski,5,5420,2856,2850,45,2805,2,2,729,4,258,1295,312,21,158,0,22,2
ŚWIĘTOKRZYSKIE,56,260906,Obrazów,sandomierski,5,5325,3004,2997,55,2942,4,5,1000,16,216,1318,205,10,147,6,13,2
ŚWIĘTOKRZYSKIE,56,261203,Oleśnica,staszowski,3,3064,1570,1569,31,1538,2,3,208,9,243,738,69,2,260,0,3,1
ŚWIĘTOKRZYSKIE,56,260304,Opatowiec,kazimierski,3,3134,1585,1584,13,1571,3,4,516,4,66,812,83,2,77,0,1,3
ŚWIĘTOKRZYSKIE,56,260604,Opatów,opatowski,12,10238,5694,5687,59,5628,30,14,714,88,508,3483,275,27,454,2,28,5
ŚWIĘTOKRZYSKIE,56,261204,Osiek,staszowski,8,5991,2984,2984,34,2950,17,6,509,16,464,1386,300,22,199,2,24,5
ŚWIĘTOKRZYSKIE,56,260701,Ostrowiec Świętokrzyski,ostrowiecki,41,61706,38075,38067,266,37801,232,128,1047,511,3124,26760,1080,285,4302,50,243,39
ŚWIĘTOKRZYSKIE,56,260605,Ożarów,opatowski,10,9423,5091,5091,71,5020,23,10,601,33,208,3606,248,17,256,1,15,2
ŚWIĘTOKRZYSKIE,56,260104,Pacanów,buski,6,6678,3567,3567,37,3530,2,2,741,20,306,1839,410,4,193,0,11,2
ŚWIĘTOKRZYSKIE,56,260804,Pińczów,pińczowski,17,17514,10539,10539,94,10445,33,52,898,86,780,7063,420,27,999,13,52,22
ŚWIĘTOKRZYSKIE,56,261205,Połaniec,staszowski,10,8718,5185,5185,68,5117,28,12,477,54,471,3058,215,41,713,7,35,6
ŚWIĘTOKRZYSKIE,56,261206,Rytwiany,staszowski,6,4868,2520,2520,45,2475,8,4,292,21,176,1577,149,9,217,4,14,4
ŚWIĘTOKRZYSKIE,56,260606,Sadowie,opatowski,3,3591,1957,1957,15,1942,6,3,515,7,85,1115,138,12,55,0,3,3
ŚWIĘTOKRZYSKIE,56,260907,Samborzec,sandomierski,5,7151,4275,4271,75,4196,8,6,1819,15,321,1493,229,18,245,5,32,5
ŚWIĘTOKRZYSKIE,56,260901,Sandomierz,sandomierski,14,19900,12627,12622,105,12517,83,32,620,185,1912,7406,221,91,1844,14,91,18
ŚWIĘTOKRZYSKIE,56,260305,Skalbmierz,kazimierski,5,5590,3083,3081,68,3013,5,3,923,13,217,1321,378,9,120,3,16,5
ŚWIĘTOKRZYSKIE,56,260105,Solec-Zdrój,buski,6,4171,2331,2331,55,2276,8,3,598,20,172,1109,188,9,149,1,18,1
ŚWIĘTOKRZYSKIE,56,261207,Staszów,staszowski,20,21291,11598,11596,133,11463,48,25,897,91,1303,7053,343,71,1546,14,59,13
ŚWIĘTOKRZYSKIE,56,260106,Stopnica,buski,4,6416,3622,3620,42,3578,10,2,1272,17,225,1683,178,8,155,4,16,8
